step,op_type,depth,scale,delta_noise,noise_ratio,since_last_reset,noise,next_noise
571,1,1,2.199023255552,0.00019975265087718817,1.0295394928972155,2,0.006961976077401143,0.025274306360459447
572,1,2,3.298534883328,0.018312330283058304,3.630335134661102,3,0.025274306360459447,0.039473096087857096
573,1,3,4.398046511104,0.014198789727397649,1.5617875135679702,4,0.039473096087857096,0.05163251909702532
574,0,4,5.49755813888,0.012159423009168224,1.3080433058026266,5,0.05163251909702532,0.08857802114649281
575,1,4,5.49755813888,0.03694550204946749,1.7155471531427955,6,0.08857802114649281,0.14105963743760674
576,0,5,6.597069766656,0.05248161629111393,1.5924902770667948,7,0.14105963743760674,0.24501755627480565
577,1,5,6.597069766656,0.1039579188371989,1.736978491690661,8,0.24501755627480565,0.43683168011950413
578,1,6,7.696581394432,0.19181412384469848,1.7828586929075585,9,0.43683168011950413,0.7341322344512959
579,0,7,8.796093022208,0.2973005543317918,1.6805837759991658,10,0.7341322344512959,1.0
580,1,7,8.796093022208,0.26586776554870406,1.3621524203298587,11,1.0,0.021317721001546625
581,0,0,1.099511627776,0.011317721001546625,2.1317721001546626,0,0.021317721001546625,0.02772187124550802
582,1,0,1.099511627776,0.006404150243961394,1.3004143943668633,1,0.02772187124550802,0.037986811960479434
583,0,1,2.199023255552,0.010264940714971416,1.3702831105470459,2,0.037986811960479434,0.061358297674276405
584,1,1,2.199023255552,0.02337148571379697,1.6152526234134126,3,0.061358297674276405,0.09899334350388289
585,1,2,3.298534883328,0.03763504582960649,1.613365221267937,4,0.09899334350388289,0.13818047685733348
586,0,3,4.398046511104,0.03918713335345059,1.395856246151677,5,0.13818047685733348,0.19073547494009452
587,0,3,4.398046511104,0.05255499808276104,1.3803359148703926,6,0.19073547494009452,0.2613521691395608
588,0,3,4.398046511104,0.07061669419946626,1.3702336663992123,7,0.2613521691395608,0.36415226127971434
589,0,3,4.398046511104,0.10280009214015357,1.3933393492718968,8,0.36415226127971434,0.5795480957465131
590,1,3,4.398046511104,0.21539583446679877,1.59149937366817,9,0.5795480957465131,0.8266256757676722
591,0,4,5.49755813888,0.2470775800211591,1.4263279990643394,10,0.8266256757676722,1.0
592,1,4,5.49755813888,0.1733743242323278,1.2097374051094145,11,1.0,0.005710686015765229
593,0,0,1.099511627776,-0.004289313984234771,0.5710686015765228,0,0.005710686015765229,0.013196081396542278
594,1,0,1.099511627776,0.007485395380777049,2.310769907522925,1,0.013196081396542278,0.012438787463538298
595,0,1,2.199023255552,-0.0007572939330039805,0.942612211136981,2,0.012438787463538298,0.00989482399837549
596,1,1,2.199023255552,-0.0025439634651628074,0.7954813945796643,3,0.00989482399837549,0.011411283562641806
597,0,2,3.298534883328,0.0015164595642663155,1.1532578613338937,4,0.011411283562641806,0.004255078834999879
598,0,2,3.298534883328,-0.007156204727641927,0.3728834544897413,5,0.004255078834999879,0.007657332385487331
599,1,2,3.298534883328,0.0034022535504874517,1.7995747393685007,6,0.007657332385487331,0.013742085194826786
600,0,3,4.398046511104,0.006084752809339455,1.7946308848851424,7,0.013742085194826786,0.014764929567704775
601,1,3,4.398046511104,0.001022844372877989,1.0744315261022424,8,0.014764929567704775,0.025657883758812942
602,0,4,5.49755813888,0.010892954191108167,1.737758628726157,9,0.025657883758812942,0.0433396191770928
603,0,4,5.49755813888,0.01768173541827986,1.6891345983359425,10,0.0433396191770928,0.0737962054100128
604,1,4,5.49755813888,0.030456586232920003,1.7027423593287563,11,0.0737962054100128,0.13496576841259578
605,1,5,6.597069766656,0.06116956300258297,1.8288984868899962,12,0.13496576841259578,0.21578243141606346
606,0,6,7.696581394432,0.08081666300346768,1.5987937827050183,13,0.21578243141606346,0.34484994398383506
607,0,6,7.696581394432,0.1290675125677716,1.5981372613181308,14,0.34484994398383506,0.5548654187340891
608,0,6,7.696581394432,0.21001547475025406,1.6090053903563881,15,0.5548654187340891,1.0
609,1,6,7.696581394432,0.4451345812659109,1.8022388244729213,16,1.0,0.015890673862408354
610,0,0,1.099511627776,0.005890673862408354,1.5890673862408353,0,0.015890673862408354,0.0197032618447347
611,0,0,1.099511627776,0.0038125879823263445,1.2399261362569125,1,0.0197032618447347,0.03272436226881505
612,0,0,1.099511627776,0.013021100424080355,1.6608601421779299,2,0.03272436226881505,0.03631014928417583
613,0,0,1.099511627776,0.003585787015360775,1.1095754589777866,3,0.03631014928417583,0.046604190769873016
614,0,0,1.099511627776,0.010294041485697188,1.283503144124593,4,0.046604190769873016,0.04750531509914944
615,0,0,1.099511627776,0.0009011243292764218,1.019335693086617,5,0.04750531509914944,0.06058120080408891
616,1,0,1.099511627776,0.01307588570493947,1.2752510046012429,6,0.06058120080408891,0.09565019998785702
617,1,1,2.199023255552,0.035068999183768115,1.578875933759985,7,0.09565019998785702,0.12782552126976787
618,0,2,3.298534883328,0.03217532128191085,1.3363853006684312,8,0.12782552126976787,0.19433218795232
619,1,2,3.298534883328,0.06650666668255212,1.5202925520811599,9,0.19433218795232,0.3192375235234938
620,1,3,4.398046511104,0.12490533557117384,1.6427413640905424,10,0.3192375235234938,0.5299346417737284
621,1,4,5.49755813888,0.21069711825023457,1.6600011048974592,11,0.5299346417737284,0.9280927282082098
622,1,5,6.597069766656,0.39815808643448136,1.7513343251194493,12,0.9280927282082098,1.0
623,0,6,7.696581394432,0.07190727179179024,1.0774785423980378,13,1.0,0.007450893876811556
624,0,0,1.099511627776,-0.0025491061231884445,0.7450893876811555,0,0.007450893876811556,0.011474071640197245
625,1,0,1.099511627776,0.004023177763385689,1.5399590746965945,1,0.011474071640197245,0.021329261980159806
626,1,1,2.199023255552,0.009855190339962561,1.8589096049772569,2,0.021329261980159806,0.03075126478389551
627,1,2,3.298534883328,0.009422002803735705,1.4417406852848413,3,0.03075126478389551,0.05143679856917036
628,1,3,4.398046511104,0.02068553378527485,1.6726726178790505,4,0.05143679856917036,0.07640758673590028
629,0,4,5.49755813888,0.024970788166729922,1.485465442277674,5,0.07640758673590028,0.11609463939545732
630,0,4,5.49755813888,0.039687052659557034,1.5194124609213706,6,0.11609463939545732,0.19567175010567972
631,1,4,5.49755813888,0.0795771107102224,1.685450345723165,7,0.19567175010567972,0.3470944268182926
632,1,5,6.597069766656,0.1514226767126129,1.7738606959401728,8,0.3470944268182926,0.5578286443366117
633,0,6,7.696581394432,0.2107342175183191,1.6071380040585916,9,0.5578286443366117,0.8922180299169375
634,0,6,7.696581394432,0.3343893855803258,1.5994482158190222,10,0.8922180299169375,1.0
635,1,6,7.696581394432,0.10778197008306245,1.1208022775476714,11,1.0,0.008114226750448438
636,0,0,1.099511627776,-0.001885773249551562,0.8114226750448438,0,0.008114226750448438,0.002560958861539532
637,0,0,1.099511627776,-0.005553267888908906,0.31561342076101073,1,0.002560958861539532,0.01110627326575716
638,0,0,1.099511627776,0.008545314404217626,4.336763636679651,2,0.01110627326575716,0.019941526683704577
639,1,0,1.099511627776,0.008835253417947418,1.7955191815051277,3,0.019941526683704577,0.0290560928665324
640,0,1,2.199023255552,0.009114566182827823,1.4570646133265155,4,0.0290560928665324,0.03355996905140662
641,0,1,2.199023255552,0.004503876184874217,1.1550062565384318,5,0.03355996905140662,0.033690023291155266
642,0,1,2.199023255552,0.000130054239748649,1.003875278894013,6,0.033690023291155266,0.03964327992179116
643,1,1,2.199023255552,0.005953256630635895,1.1767068125535793,7,0.03964327992179116,0.058097014833216415
644,0,2,3.298534883328,0.018453734911425254,1.4654946550293277,8,0.058097014833216415,0.09001756134332774
645,1,2,3.298534883328,0.03192054651011132,1.5494352266075648,9,0.09001756134332774,0.14610372513898745
646,1,3,4.398046511104,0.05608616379565971,1.623058022886741,10,0.14610372513898745,0.2133883704299937
647,0,4,5.49755813888,0.06728464529100625,1.4605265555481137,11,0.2133883704299937,0.3506476787946106
648,1,4,5.49755813888,0.13725930836461692,1.643237061551335,12,0.3506476787946106,0.5354044004922343
649,0,5,6.597069766656,0.18475672169762364,1.5269013111187415,13,0.5354044004922343,0.8147095412689127
650,0,5,6.597069766656,0.27930514077667845,1.5216713581731751,14,0.8147095412689127,1.0
651,1,5,6.597069766656,0.1852904587310873,1.2274313106024226,15,1.0,0.018881623301843856
652,0,0,1.099511627776,0.008881623301843855,1.8881623301843855,0,0.018881623301843856,0.02521871074673932
653,0,0,1.099511627776,0.006337087444895466,1.3356219612895586,1,0.02521871074673932,0.02784858896512011
654,0,0,1.099511627776,0.002629878218380788,1.1042828178169584,2,0.02784858896512011,0.03654615238441361
655,1,0,1.099511627776,0.008697563419293501,1.312316125969149,3,0.03654615238441361,0.05348699812469874
656,0,1,2.199023255552,0.016940845740285128,1.4635466289882308,4,0.05348699812469874,0.06587900943594023
657,0,1,2.199023255552,0.012392011311241492,1.2316826844974726,5,0.06587900943594023,0.10059479182016043
658,1,1,2.199023255552,0.0347157823842202,1.5269627257825926,6,0.10059479182016043,0.15060735920863869
659,1,2,3.298534883328,0.05001256738847826,1.4971685559813954,7,0.15060735920863869,0.20882796989424582
660,0,3,4.398046511104,0.05822061068560713,1.3865721502025226,8,0.20882796989424582,0.33083295575644717
661,1,3,4.398046511104,0.12200498586220135,1.5842368046961661,9,0.33083295575644717,0.5480619212511046
662,1,4,5.49755813888,0.21722896549465748,1.6566122319886936,10,0.5480619212511046,0.8410359013362001
663,0,5,6.597069766656,0.29297398008509545,1.5345636482394187,11,0.8410359013362001,1.0
664,1,5,6.597069766656,0.1589640986637999,1.1890098846092596,12,1.0,0.009804515392089153
665,0,0,1.099511627776,-0.00019548460791084764,0.9804515392089153,0,0.009804515392089153,0.0074959249242102935
666,0,0,1.099511627776,-0.002308590467878859,0.7645380342059983,1,0.0074959249242102935,0.014525934217805757
667,1,0,1.099511627776,0.007030009293595463,1.9378441439414609,2,0.014525934217805757,0.01422205217405845
668,0,1,2.199023255552,-0.00030388204374730624,0.979080034427334,3,0.01422205217405845,0.02160313521773164
669,1,1,2.199023255552,0.00738108304367319,1.5189886068015246,4,0.02160313521773164,0.021949571824564
670,0,2,3.298534883328,0.0003464366068323607,1.0160364041302676,5,0.021949571824564,0.03449329379923031
671,1,2,3.298534883328,0.012543721974666307,1.5714791192704949,6,0.03449329379923031,0.05360413228570611
672,1,3,4.398046511104,0.019110838486475802,1.554045044167462,7,0.05360413228570611,0.07712532226981118
673,0,4,5.49755813888,0.023521189984105073,1.4387943425469298,8,0.07712532226981118,0.13291711705115763
674,1,4,5.49755813888,0.05579179478134645,1.723391399081191,9,0.13291711705115763,0.21453590120974766
675,0,5,6.597069766656,0.08161878415859003,1.614057737403199,10,0.21453590120974766,0.327992362284474
676,0,5,6.597069766656,0.11345646107472632,1.5288460366538004,11,0.327992362284474,0.583901614197994
677,1,5,6.597069766656,0.25590925191352004,1.780229302082239,12,0.583901614197994,0.9365908096740629
678,0,6,7.696581394432,0.3526891954760689,1.6040216140873285,13,0.9365908096740629,1.0
679,0,6,7.696581394432,0.06340919032593706,1.0677021274082368,14,1.0,0.014922462233875878
680,1,0,1.099511627776,0.004922462233875878,1.4922462233875877,0,0.014922462233875878,0.0185326377978447
681,1,1,2.199023255552,0.0036101755639688232,1.2419289462682148,1,0.0185326377978447,0.018419951489339746
682,0,2,3.298534883328,-0.00011268630850495495,0.9939195753063247,2,0.018419951489339746,0.02022188762416017
683,0,2,3.298534883328,0.0018019361348204227,1.0978252378060422,3,0.02022188762416017,0.022309304263231695
684,0,2,3.298534883328,0.0020874166390715265,1.1032256077112,4,0.022309304263231695,0.033651407796903725
685,1,2,3.298534883328,0.01134210353367203,1.5084023867281744,5,0.033651407796903725,0.05128814894384657
686,0,3,4.398046511104,0.017636741146942844,1.5241011387513363,6,0.05128814894384657,0.08162433006144736
687,1,3,4.398046511104,0.030336181117600787,1.5914852015972483,7,0.08162433006144736,0.11256601387758304
688,0,4,5.49755813888,0.030941683816135684,1.3790742759278094,8,0.11256601387758304,0.1807939514272325
689,1,4,5.49755813888,0.06822793754964947,1.6061148938244203,9,0.1807939514272325,0.31821982116132647
690,1,5,6.597069766656,0.13742586973409396,1.7601242665986327,10,0.31821982116132647,0.5891803158672454
691,1,6,7.696581394432,0.27096049470591893,1.851488426198792,11,0.5891803158672454,0.9967292556297852
692,0,7,8.796093022208,0.4075489397625398,1.6917219207546796,12,0.9967292556297852,0.00790459907870054
693,0,0,1.099511627776,-0.002095400921299461,0.7904599078700539,0,0.00790459907870054,0.011446109077359365
694,1,0,1.099511627776,0.0035415099986588258,1.4480315779963664,1,0.011446109077359365,0.006791561618226961
695,0,1,2.199023255552,-0.004654547459132404,0.5933511180372033,2,0.006791561618226961,0.004546276353064553
696,0,1,2.199023255552,-0.0022452852651624073,0.6694007370651563,3,0.004546276353064553,0.012640286080354455
697,1,1,2.199023255552,0.008094009727289901,2.780360255010431,4,0.012640286080354455,0.013510286413620853
698,1,2,3.298534883328,0.0008700003332663981,1.0688275825195566,5,0.013510286413620853,0.01977641748933407
699,1,3,4.398046511104,0.006266131075713218,1.4638044586083538,6,0.01977641748933407,0.03891221049225312
700,1,4,5.49755813888,0.019135793002919052,1.9676066463119255,7,0.03891221049225312,0.06027942570592875
701,0,5,6.597069766656,0.021367215213675628,1.5491133745262182,8,0.06027942570592875,0.10590091171892818
702,1,5,6.597069766656,0.04562148601299943,1.7568334548434883,9,0.10590091171892818,0.16905057219765257
703,0,6,7.696581394432,0.06314966047872439,1.5963089406286701,10,0.16905057219765257,0.3113653302399652
704,1,6,7.696581394432,0.14231475804231264,1.8418472424684809,11,0.3113653302399652,0.5312722534879109
705,0,7,8.796093022208,0.21990692324794564,1.7062665682093323,12,0.5312722534879109,0.8944001915467412
706,0,7,8.796093022208,0.36312793805883037,1.68350631088829,13,0.8944001915467412,1.0
707,0,7,8.796093022208,0.10559980845325878,1.1180677390851612,14,1.0,0.00916854199219979
708,1,0,1.099511627776,-0.0008314580078002103,0.916854199219979,0,0.00916854199219979,0.003097123547989241
709,0,1,2.199023255552,-0.006071418444210549,0.33779891618799845,1,0.003097123547989241,0.008582332455665202
710,1,1,2.199023255552,0.0054852089076759605,2.77106557832901,2,0.008582332455665202,0.011235297811011933
711,0,2,3.298534883328,0.0026529653553467314,1.3091193878880218,3,0.011235297811011933,0.014938888947643678
712,1,2,3.298534883328,0.003703591136631745,1.329638893327935,4,0.014938888947643678,0.025936803968414728
713,1,3,4.398046511104,0.01099791502077105,1.7361936392535913,5,0.025936803968414728,0.03543886489334018
714,0,4,5.49755813888,0.009502060924925452,1.3663543486891003,6,0.03543886489334018,0.06469205020615151
715,1,4,5.49755813888,0.029253185312811333,1.8254549179510746,7,0.06469205020615151,0.11546482482011378
716,1,5,6.597069766656,0.05077277461396226,1.7848379275686383,8,0.11546482482011378,0.18900066664104412
717,0,6,7.696581394432,0.07353584182093034,1.6368679113790205,9,0.18900066664104412,0.2985222805913469
718,0,6,7.696581394432,0.10952161395030277,1.5794773949570748,10,0.2985222805913469,0.5418151998677712
719,1,6,7.696581394432,0.24329291927642427,1.8149908234470205,11,0.5418151998677712,0.9164099233767095
720,0,7,8.796093022208,0.3745947235089383,1.6913699054591997,12,0.9164099233767095,1.0
721,1,7,8.796093022208,0.08359007662329054,1.0912147222449151,13,1.0,0.01328390069517023
722,1,0,1.099511627776,0.0032839006951702297,1.328390069517023,0,0.01328390069517023,0.02296397313686577
723,1,1,2.199023255552,0.009680072441695541,1.7287070766205763,1,0.02296397313686577,0.034518471876944054
724,1,2,3.298534883328,0.011554498740078283,1.5031576492104926,2,0.034518471876944054,0.04076231443659748
725,0,3,4.398046511104,0.006243842559653427,1.1808840953884718,3,0.04076231443659748,0.05283364051128864
726,0,3,4.398046511104,0.012071326074691156,1.2961393689621608,4,0.05283364051128864,0.07149496876275543
727,0,3,4.398046511104,0.018661328251466797,1.353209206688673,5,0.07149496876275543,0.09829595602909769
728,0,3,4.398046511104,0.026800987266342252,1.3748653608798267,6,0.09829595602909769,0.15804488949967976
729,1,3,4.398046511104,0.05974893347058208,1.6078473203200254,7,0.15804488949967976,0.22963026313299986
730,0,4,5.49755813888,0.0715853736333201,1.452943298957257,8,0.22963026313299986,0.3232940308803517
731,0,4,5.49755813888,0.09366376774735183,1.407889476192877,9,0.3232940308803517,0.46301998302491904
732,0,4,5.49755813888,0.13972595214456734,1.4321946550144586,10,0.46301998302491904,0.772031176662869
733,1,4,5.49755813888,0.30901119363795,1.6673819812682242,11,0.772031176662869,1.0
734,1,5,6.597069766656,0.22796882333713098,1.2952844784358761,12,1.0,0.020862666173145708
735,1,0,1.099511627776,0.010862666173145708,2.0862666173145707,0,0.020862666173145708,0.02244443137122933
736,0,1,2.199023255552,0.0015817651980836213,1.0758179795888054,1,0.02244443137122933,0.025123385818734634
737,0,1,2.199023255552,0.0026789544475053044,1.119359426095301,2,0.025123385818734634,0.03193424561982891
738,0,1,2.199023255552,0.006810859801094277,1.2710964139242484,3,0.03193424561982891,0.03552964891839308
739,0,1,2.199023255552,0.0035954032985641704,1.1125877010331404,4,0.03552964891839308,0.03535148483416125
740,0,1,2.199023255552,-0.00017816408423183133,0.9949854814315489,5,0.03535148483416125,0.054793226505672234
741,1,1,2.199023255552,0.019441741671510984,1.5499554477758122,6,0.054793226505672234,0.06551290635129241
742,0,2,3.298534883328,0.010719679845620174,1.1956387774410486,7,0.06551290635129241,0.0972837512040663
743,1,2,3.298534883328,0.031770844852773886,1.4849555091085824,8,0.0972837512040663,0.13083110030428383
744,0,3,4.398046511104,0.03354734910021753,1.344840209027788,9,0.13083110030428383,0.17350161044139398
745,0,3,4.398046511104,0.04267051013711015,1.326149593161474,10,0.17350161044139398,0.2786825292334899
746,1,3,4.398046511104,0.10518091879209593,1.6062244524676867,11,0.2786825292334899,0.4081524626823599
747,0,4,5.49755813888,0.12946993344886998,1.46457857909132,12,0.4081524626823599,0.5902320325622149
748,0,4,5.49755813888,0.18207956987985502,1.4461067530580023,13,0.5902320325622149,0.8562937850689867
749,0,4,5.49755813888,0.2660617525067718,1.4507748441774495,14,0.8562937850689867,1.0
750,1,4,5.49755813888,0.14370621493101332,1.1678234940353278,15,1.0,0.00571587834790191
751,0,0,1.099511627776,-0.00428412165209809,0.571587834790191,0,0.00571587834790191,0.006387557862798487
752,0,0,1.099511627776,0.0006716795148965764,1.1175111634667882,1,0.006387557862798487,0.010120169353781886
753,0,0,1.099511627776,0.003732611490983399,1.584356583714466,2,0.010120169353781886,0.01742779294587811
754,0,0,1.099511627776,0.007307623592096224,1.7220851091158254,3,0.01742779294587811,0.018916505026671752
755,0,0,1.099511627776,0.0014887120807936423,1.0854217218104913,4,0.018916505026671752,0.019176331411293393
756,0,0,1.099511627776,0.0002598263846216413,1.0137354328537589,5,0.019176331411293393,0.02128959727395182
757,1,0,1.099511627776,0.002113265862658427,1.1102017803787994,6,0.02128959727395182,0.018920143178801724
758,0,1,2.199023255552,-0.002369454095150096,0.8887036675865558,7,0.018920143178801724,0.014842661531326564
759,0,1,2.199023255552,-0.004077481647475159,0.7844899159091142,8,0.014842661531326564,0.0177446267515294
760,1,1,2.199023255552,0.0029019652202028363,1.1955151516510714,9,0.0177446267515294,0.031832496702072104
761,1,2,3.298534883328,0.014087869950542703,1.7939231491205345,10,0.031832496702072104,0.047028912055583315
762,0,3,4.398046511104,0.015196415353511211,1.4773868507939567,11,0.047028912055583315,0.0620325453966873
763,0,3,4.398046511104,0.015003633341103988,1.3190299899638598,12,0.0620325453966873,0.10885401223060538
764,1,3,4.398046511104,0.04682146683391808,1.7547887408859812,13,0.10885401223060538,0.17776744060966715
765,1,4,5.49755813888,0.06891342837906177,1.6330811971640498,14,0.17776744060966715,0.3159846746813838
766,1,5,6.597069766656,0.13821723407171665,1.7775171516093722,15,0.3159846746813838,0.5168283898225995
767,0,6,7.696581394432,0.20084371514121568,1.6356122028504452,16,0.5168283898225995,0.8348605480468161
768,0,6,7.696581394432,0.3180321582242166,1.6153534993179857,17,0.8348605480468161,1.0
769,0,6,7.696581394432,0.1651394519531839,1.1978048338007266,18,1.0,0.012493842567456162
770,0,0,1.099511627776,0.0024938425674561615,1.2493842567456162,0,0.012493842567456162,0.011855229319361796
771,0,0,1.099511627776,-0.0006386132480943659,0.94888576155443,1,0.011855229319361796,0.009394657244107995
772,0,0,1.099511627776,-0.002460572075253801,0.7924483779292882,2,0.009394657244107995,0.017118507842198333
773,0,0,1.099511627776,0.0077238505980903385,1.8221535280528165,3,0.017118507842198333,0.02276070816691386
774,0,0,1.099511627776,0.005642200324715525,1.3295965031956292,4,0.02276070816691386,0.03152923985132332
775,0,0,1.099511627776,0.00876853168440946,1.3852486319892212,5,0.03152923985132332,0.03706924687218675
776,0,0,1.099511627776,0.005540007020863429,1.175710135955939,6,0.03706924687218675,0.04616702130186381
777,1,0,1.099511627776,0.00909777442967706,1.245426470654929,7,0.04616702130186381,0.05893946544000651
778,0,1,2.199023255552,0.0127724441381427,1.2766573146365643,8,0.05893946544000651,0.07792580230255004
779,0,1,2.199023255552,0.018986336862543536,1.3221328310462777,9,0.07792580230255004,0.09576652836957408
780,0,1,2.199023255552,0.01784072606702404,1.228945041820124,10,0.09576652836957408,0.13144689577629204
781,1,1,2.199023255552,0.035680367406717955,1.3725765986736336,11,0.13144689577629204,0.19437232250002065
782,1,2,3.298534883328,0.06292542672372861,1.4787136763641848,12,0.19437232250002065,0.3074768541473306
783,1,3,4.398046511104,0.11310453164730996,1.58189628128407,13,0.3074768541473306,0.5179674917051152
784,1,4,5.49755813888,0.21049063755778463,1.6845739271708755,14,0.5179674917051152,0.9107278023939719
785,1,5,6.597069766656,0.39276031068885664,1.7582721251403544,15,0.9107278023939719,1.0
786,1,6,7.696581394432,0.08927219760602811,1.0980229190010056,16,1.0,0.015205082491185153
787,1,0,1.099511627776,0.005205082491185153,1.5205082491185153,0,0.015205082491185153,0.013187842379629977
788,0,1,2.199023255552,-0.0020172401115551766,0.8673311958205665,1,0.013187842379629977,0.0061374221928105314
789,0,1,2.199023255552,-0.007050420186819445,0.46538486100580273,2,0.0061374221928105314,0.007614416856869383
790,1,1,2.199023255552,0.0014769946640588519,1.2406539126131857,3,0.007614416856869383,0.010044438783755407
791,1,2,3.298534883328,0.0024300219268860238,1.3191343437802157,4,0.010044438783755407,0.020181656361641938
792,1,3,4.398046511104,0.01013721757788653,2.009236832054885,5,0.020181656361641938,0.030604397480676667
793,1,4,5.49755813888,0.01042274111903473,1.5164462684462614,6,0.030604397480676667,0.05244369561680573
794,1,5,6.597069766656,0.021839298136129063,1.713600003068781,7,0.05244369561680573,0.09690781121796874
795,1,6,7.696581394432,0.04446411560116301,1.8478448186804433,8,0.09690781121796874,0.16631663666177748
796,0,7,8.796093022208,0.06940882544380875,1.7162356116752218,9,0.16631663666177748,0.3198262738000032
797,1,7,8.796093022208,0.15350963713822574,1.9229962811862524,10,0.3198262738000032,0.6344501085920801
798,1,8,9.895604649984,0.31462383479207684,1.9837335471344684,11,0.6344501085920801,1.0
799,1,9,10.99511627776,0.36554989140791994,1.5761680650021772,12,1.0,0.010837176738719043
800,0,0,1.099511627776,0.0008371767387190428,1.0837176738719043,0,0.010837176738719043,0.014102142500303172
801,1,0,1.099511627776,0.003264965761584129,1.3012745699642478,1,0.014102142500303172,0.020190178576955882
802,1,1,2.199023255552,0.00608803607665271,1.4317100097748854,2,0.020190178576955882,0.02284382994651088
803,1,2,3.298534883328,0.0026536513695549976,1.1314327834912639,3,0.02284382994651088,0.04761594225990431
804,1,3,4.398046511104,0.024772112313393428,2.0844115181822684,4,0.04761594225990431,0.0744633049241424
805,0,4,5.49755813888,0.026847362664238088,1.5638313848268692,5,0.0744633049241424,0.11709594851981117
806,0,4,5.49755813888,0.042632643595668776,1.5725322511416824,6,0.11709594851981117,0.19760282074165583
807,1,4,5.49755813888,0.08050687222184466,1.6875291010450622,7,0.19760282074165583,0.34089556092478907
808,1,5,6.597069766656,0.14329274018313323,1.7251553375873763,8,0.34089556092478907,0.5515403188775891
809,0,6,7.696581394432,0.21064475795280008,1.6179158138092449,9,0.5515403188775891,0.8926205296140827
810,0,6,7.696581394432,0.3410802107364935,1.6184139201837646,10,0.8926205296140827,1.0
811,1,6,7.696581394432,0.10737947038591733,1.1202968863290004,11,1.0,0.008406418239872334
812,0,0,1.099511627776,-0.0015935817601276658,0.8406418239872334,0,0.008406418239872334,0.014215088073398082
813,1,0,1.099511627776,0.005808669833525747,1.6909803518905053,1,0.014215088073398082,0.014218853781093565
814,1,1,2.199023255552,3.7657076954831364e-06,1.000264909206052,2,0.014218853781093565,0.02057818214825662
815,0,2,3.298534883328,0.006359328367163054,1.447246203179815,3,0.02057818214825662,0.030215780782650276
816,1,2,3.298534883328,0.009637598634393656,1.4683406223620268,4,0.030215780782650276,0.04784167604540782
817,1,3,4.398046511104,0.017625895262757547,1.5833340991432607,5,0.04784167604540782,0.06548916599369732
818,0,4,5.49755813888,0.017647489948289498,1.3688727362214441,6,0.06548916599369732,0.11201259038197094
819,1,4,5.49755813888,0.046523424388273615,1.7103987916528214,7,0.11201259038197094,0.16704301124706528
820,0,5,6.597069766656,0.05503042086509434,1.4912878157485392,8,0.16704301124706528,0.2535394472337197
821,0,5,6.597069766656,0.08649643598665441,1.5178093674252657,9,0.2535394472337197,0.4500225427288558
822,1,5,6.597069766656,0.1964830954951361,1.7749606526278041,10,0.4500225427288558,0.8174494642072198
823,1,6,7.696581394432,0.367426921478364,1.8164633692578003,11,0.8174494642072198,1.0
824,1,7,8.796093022208,0.18255053579278024,1.2233172126057013,12,1.0,0.002504991428992069
825,0,0,1.099511627776,-0.007495008571007931,0.2504991428992069,0,0.002504991428992069,0.009191694851958513
826,1,0,1.099511627776,0.0066867034229664436,3.6693518171664827,1,0.009191694851958513,0.008265266891592054
827,0,1,2.199023255552,-0.0009264279603664587,0.8992103224391679,2,0.008265266891592054,0.0228154046760942
828,1,1,2.199023255552,0.014550137784502145,2.760395396221682,3,0.0228154046760942,0.02797240072907277
829,0,2,3.298534883328,0.00515699605297857,1.226031320776091,4,0.02797240072907277,0.05129045351140918
830,1,2,3.298534883328,0.02331805278233641,1.8336092782376407,5,0.05129045351140918,0.0905183332107906
831,1,3,4.398046511104,0.03922787969938142,1.7648183436446994,6,0.0905183332107906,0.1472182731347027
832,1,4,5.49755813888,0.056699939923912104,1.6263917806780048,7,0.1472182731347027,0.26043206464141366
833,1,5,6.597069766656,0.11321379150671096,1.7690199667205844,8,0.26043206464141366,0.42511044744232446
834,0,6,7.696581394432,0.1646783828009108,1.6323276015480461,9,0.42511044744232446,0.7708387945273926
835,1,6,7.696581394432,0.3457283470850681,1.8132671148524848,10,0.7708387945273926,1.0
836,1,7,8.796093022208,0.22916120547260743,1.29728810628052,11,1.0,0.01531371868704326
837,0,0,1.099511627776,0.005313718687043259,1.5313718687043258,0,0.01531371868704326,0.01690493538066063
838,0,0,1.099511627776,0.0015912166936173713,1.1039079224410515,1,0.01690493538066063,0.022059150303760697
839,1,0,1.099511627776,0.005154214923100066,1.304894091993781,2,0.022059150303760697,0.026222990830456528
840,1,1,2.199023255552,0.004163840526695831,1.1887579743262355,3,0.026222990830456528,0.048628642831602446
841,1,2,3.298534883328,0.02240565200114592,1.8544277861365461,4,0.048628642831602446,0.0757447735359157
842,1,3,4.398046511104,0.027116130704313256,1.557616440134151,5,0.0757447735359157,0.12100756699202364
843,1,4,5.49755813888,0.04526279345610794,1.5975698565478686,6,0.12100756699202364,0.19467384528025744
844,0,5,6.597069766656,0.0736662782882338,1.6087741462737581,7,0.19467384528025744,0.30574309825689094
845,0,5,6.597069766656,0.1110692529766335,1.570540191553392,8,0.30574309825689094,0.4687676254045305
846,0,5,6.597069766656,0.16302452714763954,1.533207546064256,9,0.4687676254045305,0.7087958245085296
847,0,5,6.597069766656,0.24002819910399914,1.5120409049086165,10,0.7087958245085296,1.0
